path,label,status,issues,duplicate_of
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_337.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_340.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_343.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_345.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_348.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_358.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_360.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_362.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_364.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_365.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_368.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_37.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_372.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_373.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_378.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_379.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_387.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_389.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_39.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_390.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_393.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_394.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_406.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_408.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_409.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_41.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_414.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4422.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4423.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4424.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4427.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4428.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4429.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4435.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4437.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4439.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4444.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4445.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4451.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4453.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4455.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4456.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4457.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4458.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4472.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4474.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4477.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4482.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4487.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4489.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4497.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4500.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4501.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4503.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4506.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4507.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4512.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4515.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4516.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4517.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4522.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4526.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4528.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4530.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4533.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4536.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4539.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4540.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4541.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4542.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4549.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4550.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4551.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4556.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4558.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4559.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4561.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4563.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4566.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4568.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4570.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4573.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4574.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4578.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4583.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4584.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4585.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4587.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4588.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4589.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4590.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_46.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4603.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4604.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4608.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4609.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4614.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4616.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4619.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4623.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4624.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4627.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4630.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4635.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4638.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4640.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4643.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4647.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4654.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4658.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4660.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4661.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4663.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4668.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4670.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4675.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4677.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4679.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4684.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4685.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4690.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4694.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_47.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4701.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4705.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4708.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4710.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4714.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4721.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4723.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4725.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4729.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4735.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4740.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4742.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4747.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4753.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4758.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4766.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4773.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4776.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4777.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4780.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4781.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4782.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4784.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4785.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4791.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4793.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4796.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4801.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4803.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4804.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4808.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4812.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4819.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4820.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4821.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4826.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4827.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4831.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4832.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4833.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4835.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4837.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4839.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4841.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4844.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4847.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4848.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4851.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4852.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4854.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4859.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4866.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4868.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4870.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4874.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4876.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4880.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4891.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4893.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4900.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4904.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4913.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4920.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4922.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4927.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4928.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4932.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4940.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4943.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4948.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4952.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4953.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4958.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4962.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4964.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4965.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4967.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4973.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4976.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4977.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4979.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4982.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4986.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4990.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_4996.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_50.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5000.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5005.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5006.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5007.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5011.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5017.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5020.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5026.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5029.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5036.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5038.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5040.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5046.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5047.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5048.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5050.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5052.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5053.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5054.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5055.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5057.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5058.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5059.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5061.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5064.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5069.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5071.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5072.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5079.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5080.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5083.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5086.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5087.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5089.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5095.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5096.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_51.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5104.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5109.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5118.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5119.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5120.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5121.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5123.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5126.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5130.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5134.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5135.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5139.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5146.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5149.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5151.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5152.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5153.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5154.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5157.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5158.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5162.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5163.jpeg,Healthy,excluded_pattern,,
ethiopian cofee leaf dataset/train aug/Healthy/aug_0_5165.jpeg,Healthy,excluded_pattern,,
